ID,Ola,Módulo,Funcionalidad,Estado matriz,Qué falta según matriz,Horas base,Responsable propuesto en plan,Responsable nominal,Inicio objetivo,Fin objetivo,Dependencias,Criterio de aceptación,Backend localizado,Frontend localizado,Pruebas localizadas,Estado de evidencia técnica,Evidencia requerida para cierre,Resultado QA/UAT
F1-FAC-11,"Ola 1C · Venta, entrega y cartera",Facturación y fiscal,"Relacionar salida 71, entrega y pedimento con la factura",Existe a medias,"Completar vínculo, validación y tratamiento de parciales",5,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-23,2026-11-24,Producto terminado; Comercio exterior,La factura se rastrea a su salida y no duplica cantidades,backend/src/Facturacion; backend/src/Integraciones.Fiscal,frontend/src/features/facturacion; frontend/src/features/integraciones-fiscal,backend/tests/Facturacion.UnitTests; backend/tests/Integraciones.Fiscal.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-FAC-12,"Ola 1C · Venta, entrega y cartera",Facturación y fiscal,"Aplicar matriz fiscal por cliente, producto y operación",Existe a medias,"Cerrar reglas aprobadas, precedencia y casos límite",8,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-10-29,2026-10-30,SAT; Administración y usuarios,Cada caso aprobado produce impuestos y claves esperados,backend/src/Facturacion; backend/src/Integraciones.Fiscal,frontend/src/features/facturacion; frontend/src/features/integraciones-fiscal,backend/tests/Facturacion.UnitTests; backend/tests/Integraciones.Fiscal.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-FAC-13,"Ola 1C · Venta, entrega y cartera",Facturación y fiscal,Reintentar timbrado y monitorear salud del PAC,Existe a medias,"Completar cola durable, alertas, límites y tablero operativo",6,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-10-30,2026-11-02,PAC; infraestructura,Una caída no duplica CFDI y los pendientes se recuperan con evidencia,backend/src/Facturacion; backend/src/Integraciones.Fiscal,frontend/src/features/facturacion; frontend/src/features/integraciones-fiscal,backend/tests/Facturacion.UnitTests; backend/tests/Integraciones.Fiscal.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-FAC-14,"Ola 1C · Venta, entrega y cartera",Facturación y fiscal,Reconciliar maestros fiscales de clientes y productos con A+W,Existe a medias,"Completar validación, conflicto y responsable de corrección",4,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-24,2026-11-24,A+W; SAT; Administración y usuarios,Las diferencias se detectan antes del timbrado y tienen responsable,backend/src/Facturacion; backend/src/Integraciones.Fiscal,frontend/src/features/facturacion; frontend/src/features/integraciones-fiscal,backend/tests/Facturacion.UnitTests; backend/tests/Integraciones.Fiscal.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-FAC-15,"Ola 1C · Venta, entrega y cartera",Facturación y fiscal,"Generar pólizas de ingresos, impuestos y cancelaciones",No existe,--,4,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-24,2026-11-25,Contabilidad,Cada evento fiscal genera asiento balanceado ligado al UUID,backend/src/Facturacion; backend/src/Integraciones.Fiscal,frontend/src/features/facturacion; frontend/src/features/integraciones-fiscal,backend/tests/Facturacion.UnitTests; backend/tests/Integraciones.Fiscal.UnitTests; backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-FAC-16,"Ola 1C · Venta, entrega y cartera",Facturación y fiscal,Validar configuración productiva del PAC por empresa,Existe a medias,Ejecutar prueba controlada con certificados y credenciales productivas,6,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-25,2026-11-26,PAC; Administración y usuarios,Cada empresa completa timbrado y consulta de estatus en ambiente acordado,backend/src/Facturacion; backend/src/Integraciones.Fiscal,frontend/src/features/facturacion; frontend/src/features/integraciones-fiscal,backend/tests/Facturacion.UnitTests; backend/tests/Integraciones.Fiscal.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-01,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,"Consultar cartera, antigüedad y saldos por cliente",Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-26,Facturación y fiscal,La suma del detalle coincide con el saldo del cliente,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-02,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Registrar cobro y aplicarlo a facturas,Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-26,Tesorería; Facturación,La aplicación no excede el saldo y deja remanente visible,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-03,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Aplicar cobros por prioridad y manejar depósitos sin identificar,Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-26,Tesorería,El depósito se aplica según regla y conserva saldo no identificado,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-04,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Controlar tolerancia de comisión o diferencia en cobro,Existe a medias,"Completar límite, autorización y asiento de diferencia",4,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-26,Tesorería; Contabilidad,La diferencia dentro del límite se autoriza y contabiliza por separado,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-05,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,"Administrar anticipos, notas de crédito y compensaciones",Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-26,Facturación y fiscal,La aplicación conserva origen y no produce saldos negativos,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-06,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Evaluar exposición de crédito antes de liberar producción,No existe,--,10,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-30,A+W; Facturación,Un pedido excedido se bloquea antes de producción y muestra el motivo,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-07,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Autorizar excepciones de crédito con vigencia,Existe a medias,"Completar límites, doble autorización cuando aplique y caducidad",5,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-30,2026-12-01,Administración y usuarios; A+W,La excepción sólo libera el pedido autorizado durante su vigencia,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-08,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,"Retroalimentar a A+W bloqueo, liberación y saldo de crédito",Existe a medias,"Cerrar evento, confirmación, reintento y conciliación",6,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-01,2026-12-01,A+W,A+W confirma el estado y las diferencias quedan visibles,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-09,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Emitir estado de cuenta conciliado para el cliente,Existe a medias,"Completar formato, cortes y conciliación con documentos fiscales",3,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-01,2026-12-02,Facturación y fiscal,El estado de cuenta coincide con cartera al mismo corte,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-10,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Generar alertas y gestión de cobranza,Existe a medias,"Completar reglas, responsables, compromisos y seguimiento",3,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-02,2026-12-02,Servicio de correo; Administración y usuarios,Cada vencido genera gestión rastreable según regla,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-11,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,Aplicar reglas de cliente nacional y extranjero,Existe a medias,"Completar catálogo, validación y casos de excepción",3,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-02,2026-12-03,A+W; Facturación,La clasificación coincide en cartera y facturación,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CXC-12,"Ola 1C · Venta, entrega y cartera",Crédito y cobranza,"Generar pólizas de cobros, aplicaciones y diferencias",No existe,--,3,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-03,2026-12-03,Contabilidad; Tesorería,Cada cobro y diferencia genera asiento balanceado y rastreable,backend/src/CuentasPorCobrar,frontend/src/features/cxc,backend/tests/CuentasPorCobrar.UnitTests; backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-01,"Ola 1C · Venta, entrega y cartera",Producto terminado,Recibir escaneo o evento de pieza desde A+W,No existe,--,8,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-05,2026-11-06,A+W,Cada evento se procesa una sola vez y conserva identificador de pieza,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-02,"Ola 1C · Venta, entrega y cartera",Producto terminado,Validar pedido completo en estado 69,No existe,--,6,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-06,2026-11-09,A+W,El pedido se marca completo sólo con todas sus piezas confirmadas,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-03,"Ola 1C · Venta, entrega y cartera",Producto terminado,Registrar entrada de producto terminado por pieza,No existe,--,10,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-09,2026-11-11,A+W; Almacén,La entrada crea existencia única por pieza y pedido,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-04,"Ola 1C · Venta, entrega y cartera",Producto terminado,Transferir producto terminado a tránsito,No existe,--,10,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-11,2026-11-12,Logística; sucursal destino,La salida de origen y entrada a tránsito conservan las mismas piezas,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-05,"Ola 1C · Venta, entrega y cartera",Producto terminado,Confirmar recepción en sucursal destino,No existe,--,8,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-12,2026-11-13,Sucursal destino,"La recepción concilia enviadas, recibidas, faltantes y dañadas",backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-06,"Ola 1C · Venta, entrega y cartera",Producto terminado,"Registrar daño, rechazo o devolución de pieza",No existe,--,6,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-13,2026-11-17,Logística; Crédito y cobranza,La pieza cambia a un estado válido y conserva evidencia y responsable,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-07,"Ola 1C · Venta, entrega y cartera",Producto terminado,Registrar entrega al cliente y evidencia,No existe,--,8,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-17,2026-11-18,Facturación; Crédito y cobranza,Las piezas entregadas coinciden con el documento y el acuse queda adjunto,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-08,"Ola 1C · Venta, entrega y cartera",Producto terminado,Relacionar salida 71 y descontar existencias,No existe,--,4,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-18,2026-11-19,Facturación y fiscal; A+W,La salida descuenta cada pieza una sola vez y queda ligada a factura,backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-PT-09,"Ola 1C · Venta, entrega y cartera",Producto terminado,Valuar movimientos y generar interfaz contable,No existe,--,3,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-19,2026-11-19,Contabilidad,"Entradas, transferencias y salidas generan movimientos valuados conciliables",backend/src/Almacen; backend/src/Integraciones.Aw,frontend/src/features/almacen,backend/tests/Almacen.UnitTests; backend/tests/Integraciones.Aw.UnitTests; backend/tests/Integraciones.Aw.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-01,Ola 1D · Tesorería y cierre,Tesorería,Administrar cuentas bancarias y saldos,Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-05,2026-11-05,Administración y usuarios,Las operaciones usan cuentas vigentes de la empresa correcta,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-02,Ola 1D · Tesorería y cierre,Tesorería,"Registrar movimientos, depósitos y transferencias",Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-05,2026-11-05,Crédito y cobranza,Cada movimiento afecta saldo y conserva referencia,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-03,Ola 1D · Tesorería y cierre,Tesorería,Registrar pagos a proveedores desde cuentas por pagar,Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-05,2026-11-05,Cuentas por pagar,El pago liquida o abona documentos seleccionados,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-04,Ola 1D · Tesorería y cierre,Tesorería,Construir y autorizar corrida de pagos,Existe a medias,"Completar pantalla, autorización, bloqueos y generación de instrucción",10,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-05,2026-11-09,Cuentas por pagar; Administración y usuarios,Sólo pagos autorizados integran la corrida y no se duplican,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-05,Ola 1D · Tesorería y cierre,Tesorería,Generar o importar archivo bancario,Existe a medias,"Implementar formatos bancarios acordados, validación y respuesta",5,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-09,2026-11-09,Banco,El archivo cumple formato y la respuesta actualiza cada pago,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-06,Ola 1D · Tesorería y cierre,Tesorería,Conciliar estado de cuenta bancario,No existe,--,12,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-09,2026-11-11,Banco; Contabilidad,Saldo bancario más partidas en tránsito concilia con libros,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-07,Ola 1D · Tesorería y cierre,Tesorería,Controlar pagos a cuenta y su regularización,Existe a medias,"Completar vencimiento, alertas, aplicación y autorización de remanentes",3,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-11,2026-11-12,Cuentas por pagar,El pago queda abierto hasta aplicarse y nunca se aplica por encima del saldo,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-08,Ola 1D · Tesorería y cierre,Tesorería,Emitir REPP de proveedor por pago recibido,Ya existe y funciona,--,0,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-05,2026-11-05,Facturación y fiscal; PAC,Cada pago aplicable genera un solo complemento válido,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,"Código candidato localizado; falta ejecutar el caso, documentar evidencia, regresión y UAT",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-09,Ola 1D · Tesorería y cierre,Tesorería,Calcular diferencia cambiaria de pagos,Existe a medias,"Completar tipo de cambio, asiento y conciliación",2,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-12,2026-11-12,Banco de México/SAT; Contabilidad,La diferencia usa el tipo autorizado y genera asiento trazable,backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-10,Ola 1D · Tesorería y cierre,Tesorería,Mostrar retenciones y neto antes de pagar,Existe a medias,Integrar desglose final desde cuentas por pagar,2,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-12,2026-11-12,Cuentas por pagar,"La corrida muestra bruto, retenciones y neto conciliados",backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-TES-11,Ola 1D · Tesorería y cierre,Tesorería,"Consultar flujo, posición y pagos pendientes",Existe a medias,Completar reportes y conciliación con cuentas bancarias,2,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-12,2026-11-12,Cuentas por pagar; Crédito y cobranza,"El reporte concilia saldos iniciales, entradas, salidas y saldo final",backend/src/Tesoreria,frontend/src/features/tesoreria,backend/tests/Tesoreria.UnitTests; backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-01,Ola 1A · Fundaciones,Contabilidad,Administrar catálogo de cuentas por empresa,No existe,--,8,Dev 1 y Dev 2,Geovany y Uzziel,2026-10-05,2026-10-06,Administración y usuarios,"El catálogo valida estructura, naturaleza y cuentas afectables",backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-02,Ola 1A · Fundaciones,Contabilidad,Administrar centros de costo y dimensiones contables,No existe,--,6,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-12,2026-11-13,Administración y usuarios,Las pólizas usan dimensiones vigentes y reportables,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-03,Ola 1A · Fundaciones,Contabilidad,"Abrir, cerrar y reabrir periodos con autorización",No existe,--,8,Dev 1 y Dev 2,Geovany y Uzziel,2026-10-06,2026-10-07,Todos los módulos financieros,Un periodo cerrado bloquea registros y la reapertura queda auditada,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
